status,stockNo,nPtr,lDate,lTimehms,lTimemillismicros,nBid,nAsk,nClose,nQty,nSimulate,addSubNQty
history,TX00,9929,20200526,221830,808000,1099000,1099100,1099100,1,0,+1
history,TX00,9930,20200526,221831,321000,1099100,1099200,1099100,1,0,-1
history,TX00,9931,20200526,221831,835000,1099100,1099200,1099100,1,0,-1
history,TX00,9932,20200526,221833,667000,1099100,1099200,1099100,1,0,-1
history,TX00,9933,20200526,221835,793000,1099100,1099200,1099200,1,0,+1
history,TX00,9934,20200526,221838,304000,1099100,1099200,1099200,2,0,+2
history,TX00,9935,20200526,221839,671000,1099100,1099200,1099200,1,0,+1
history,TX00,9936,20200526,221839,786000,1099100,1099200,1099200,1,0,+1
history,TX00,9937,20200526,221840,330000,1099100,1099200,1099100,4,0,-4
history,TX00,9938,20200526,221840,443000,1099000,1099100,1099000,1,0,-1
history,TX00,9939,20200526,221841,162000,1099000,1099100,1099100,1,0,+1
history,TX00,9940,20200526,221845,899000,1099000,1099100,1099100,2,0,+2
history,TX00,9941,20200526,221846,423000,1099000,1099200,1099000,1,0,-1
history,TX00,9942,20200526,221848,150000,1099000,1099200,1099200,1,0,+1
history,TX00,9943,20200526,221853,146000,1099100,1099200,1099100,1,0,-1
history,TX00,9944,20200526,221858,960000,1099000,1099100,1099000,2,0,-2
history,TX00,9945,20200526,221858,961000,1099000,1099100,1099000,3,0,-3
history,TX00,9946,20200526,221858,961000,1099000,1099100,1099000,4,0,-4
history,TX00,9947,20200526,221914,210000,1099000,1099100,1099000,2,0,-2
history,TX00,9948,20200526,221919,644000,1099000,1099100,1099000,1,0,-1
history,TX00,9949,20200526,221925,79000,1099000,1099100,1099000,1,0,-1
history,TX00,9950,20200526,221932,775000,1099000,1099100,1099000,1,0,-1
history,TX00,9951,20200526,221938,822000,1099000,1099100,1099100,1,0,+1
history,TX00,9952,20200526,221944,973000,1099000,1099100,1099000,1,0,-1
history,TX00,9953,20200526,221947,136000,1099000,1099100,1099100,1,0,+1
